date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:52:00	50311/50311	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jun%202023%2014:21:45%20GMT	https://kodesolution.com/html/2023/immigro-html/index.html	C:/My%20Web%20Sites/visa/kodesolution.com/html/2023/immigro-html/index.html	(from )
19:52:01	146/146	---M--	200	added ('OK')	text/plain	date:Sat,%2001%20Jul%202023%2005:31:58%20GMT	https://kodesolution.com/robots.txt		(from )
19:52:01	155845/155845	---M-Z	200	added ('OK')	text/css	date:Sat,%2011%20Mar%202023%2006:15:00%20GMT	https://kodesolution.com/html/2023/immigro-html/css/bootstrap.min.css	C:/My%20Web%20Sites/visa/kodesolution.com/html/2023/immigro-html/css/bootstrap.min.css	(from https://kodesolution.com/html/2023/immigro-html/index.html)
19:52:01	30060/30060	---M-Z	200	added ('OK')	text/css	date:Sat,%2011%20Mar%202023%2006:15:00%20GMT	https://kodesolution.com/html/2023/immigro-html/plugins/revolution/css/settings.css	C:/My%20Web%20Sites/visa/kodesolution.com/html/2023/immigro-html/plugins/revolution/css/settings.css	(from https://kodesolution.com/html/2023/immigro-html/index.html)
19:52:02	140793/140793	---M-Z	200	added ('OK')	text/css	date:Sat,%2011%20Mar%202023%2006:15:00%20GMT	https://kodesolution.com/html/2023/immigro-html/plugins/revolution/css/layers.css	C:/My%20Web%20Sites/visa/kodesolution.com/html/2023/immigro-html/plugins/revolution/css/layers.css	(from https://kodesolution.com/html/2023/immigro-html/index.html)
19:52:02	59576/59576	---M-Z	200	added ('OK')	text/css	date:Sat,%2011%20Mar%202023%2006:15:00%20GMT	https://kodesolution.com/html/2023/immigro-html/plugins/revolution/css/navigation.css	C:/My%20Web%20Sites/visa/kodesolution.com/html/2023/immigro-html/plugins/revolution/css/navigation.css	(from https://kodesolution.com/html/2023/immigro-html/index.html)
19:52:02	289633/289633	---M-Z	200	added ('OK')	text/css	date:Mon,%2003%20Apr%202023%2008:46:26%20GMT	https://kodesolution.com/html/2023/immigro-html/css/style.css	C:/My%20Web%20Sites/visa/kodesolution.com/html/2023/immigro-html/css/style.css	(from https://kodesolution.com/html/2023/immigro-html/index.html)
19:52:02	5082/5082	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Apr%202023%2005:10:57%20GMT	https://kodesolution.com/html/2023/immigro-html/images/favicon.png	C:/My%20Web%20Sites/visa/kodesolution.com/html/2023/immigro-html/images/favicon.png	(from https://kodesolution.com/html/2023/immigro-html/index.html)
19:52:03	7069/7069	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Apr%202023%2005:10:57%20GMT	https://kodesolution.com/html/2023/immigro-html/images/logo.png	C:/My%20Web%20Sites/visa/kodesolution.com/html/2023/immigro-html/images/logo.png	(from https://kodesolution.com/html/2023/immigro-html/index.html)
19:52:03	43667/43667	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jun%202023%2014:21:45%20GMT	https://kodesolution.com/html/2023/immigro-html/index-2.html	C:/My%20Web%20Sites/visa/kodesolution.com/html/2023/immigro-html/index-2.html	(from https://kodesolution.com/html/2023/immigro-html/index.html)
19:52:03	42050/42050	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jun%202023%2014:21:45%20GMT	https://kodesolution.com/html/2023/immigro-html/index-3.html	C:/My%20Web%20Sites/visa/kodesolution.com/html/2023/immigro-html/index-3.html	(from https://kodesolution.com/html/2023/immigro-html/index.html)
